keyword,KD,vol,intent,cluster_slug,target_url,kd_label,vol_band,vol_source,intent_confidence,role,cluster_name,target_status,sources,best_rank,modifier,demand,serp_top_domains,serp_features,ugc_count,lang,root
ai course for sales and marketing,-1,65,informational,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.6,satellite,ai training for sales,existing,google_autocomplete,1,a,32.0,,,,en,ai training for sales
ai courses in sales and marketing,-1,65,commercial,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.3,satellite,ai training for sales,existing,google_autocomplete,1,i,32.0,,,,en,ai training for sales
ai training for marketing & sales,-1,65,informational,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.6,satellite,ai training for sales,existing,google_autocomplete,1,m,32.0,,,,en,ai training for sales
ai roleplay for sales training paradiso,-1,65,informational,ai-roleplay-for-sales-training-paradiso,/ai-training/,n/a,10-100,heuristic,0.6,pillar,ai roleplay for sales training paradiso,existing,google_autocomplete,1,r,32.0,,,,en,ai training for sales
best ai courses for sales leaders,-1,61,commercial,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.6,satellite,ai training for sales,existing,google_autocomplete,5,best,31.0,,,,en,ai training for sales
ai courses for sales managers,-1,57,commercial,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.3,satellite,ai training for sales,existing,google_autocomplete,2,m,30.0,,,,en,ai training for sales
how to use ai in sales training,-1,53,informational,how-to-use-ai-in-sales,/integrations/,n/a,10-100,heuristic,0.85,satellite,how to use ai in sales,existing,google_autocomplete,0,how to,29.0,,,,en,ai training for sales
ai courses for sales people,-1,49,commercial,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.3,satellite,ai training for sales,existing,google_autocomplete,3,p,28.0,,,,en,ai training for sales
who has the best sales training program,-1,45,informational,who-has-the-best-sales-training-program,NEW /who-has-the-best-sales-training-program/,n/a,10-100,heuristic,0.85,pillar,who has the best sales training program,new,google_autocomplete,1,best,27.0,,,,en,ai training for sales
best ai course for sales and marketing,-1,38,commercial,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.6,satellite,ai training for sales,existing,google_autocomplete,2,best,25.0,,,,en,ai training for sales
free ai course for sales and marketing,-1,38,informational,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.6,satellite,ai training for sales,existing,google_autocomplete,2,free,25.0,,,,en,ai training for sales
best ai courses for sales professionals online,-1,32,commercial,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.6,satellite,ai training for sales,existing,google_autocomplete,3,best,23.0,,,,en,ai training for sales
ai training programs,-1,29,informational,ai-training-programs,/ai-training/,n/a,10-100,heuristic,0.6,pillar,ai training programs,existing,google_autocomplete,6,i,22.0,,,,en,ai training for sales
ai certification course for sales professionals,-1,29,informational,ai-certification-course-for-sales-professionals,NEW /ai-certification-course-for-sales-professionals/,n/a,10-100,heuristic,0.6,pillar,ai certification course for sales professionals,new,google_autocomplete,6,p,22.0,,,,en,ai training for sales
ai courses online for sales professionals,-1,23,commercial,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.3,satellite,ai training for sales,existing,google_autocomplete,7,p,20.0,,,,en,ai training for sales
ai training companies,-1,18,commercial,ai-training-companies,/ai-training/,n/a,10-100,heuristic,0.6,pillar,ai training companies,existing,google_autocomplete,8,a,18.0,,,,en,ai training for sales
ai course for sales and marketing professionals,-1,18,informational,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.6,satellite,ai training for sales,existing,google_autocomplete,2,a,18.0,,,,en,ai training for sales
ai use cases in sales,-1,14,commercial,how-to-use-ai-in-sales,/integrations/,n/a,10-100,heuristic,0.3,satellite,how to use ai in sales,existing,google_autocomplete,9,a,16.0,,,,en,ai training for sales
ai course for sales and marketing online,-1,14,informational,ai-training-for-sales,/ai-training/,n/a,10-100,heuristic,0.6,satellite,ai training for sales,existing,google_autocomplete,3,a,16.0,,,,en,ai training for sales
generative ai course for marketing sales and campaigns,-1,5,informational,ai-training-for-sales,/ai-training/,n/a,0-10,heuristic,0.6,satellite,ai training for sales,existing,google_autocomplete,6,m,10.0,,,,en,ai training for sales
